! Spectral response of SEVIRI Ch5 (6.2microns)
! Numbers taken from file downloaded from
! https://www.eumetsat.int/website/home/Data/Products/Calibration/Instrumentstatusandcalibration/index.html#met11seviri
! specifically PFM, sampled at 0.036microns and truncated
! wavelength, response
56 = number of points
5.566	0.001
5.602	0.001
5.638	0.001
5.674	0.004
5.71	0.014
5.746	0.038
5.782	0.122
5.818	0.331
5.854	0.678
5.89	0.873
5.926	0.852
5.962	0.815
5.998	0.829
6.034	0.820
6.07	0.800
6.106	0.827
6.142	0.864
6.178	0.889
6.214	0.919
6.25	0.948
6.286	0.948
6.322	0.915
6.358	0.883
6.394	0.891
6.43	0.918
6.466	0.959
6.502	0.990
6.538	1.000
6.574	0.993
6.61	0.974
6.646	0.971
6.682	0.909
6.718	0.715
6.754	0.435
6.79	0.228
6.826	0.104
6.862	0.046
6.898	0.020
6.934	0.011
6.97	0.005
7.006	0.002
7.042	0.001
7.078	0.001
7.114	0.001
7.15	0.001
7.186	0.001
7.222	0.001
7.258	0.001
7.294	0.002
7.33	0.001
7.366	0.001
7.402	0.001
7.438	0.001
7.474	0.002
7.51	0.001
7.546	0.001
---
