! Spectral response of SEVIRI Ch2 (0.8microns)
! Numbers taken from file downloaded from
! https://www.eumetsat.int/website/home/Data/Products/Calibration/Instrumentstatusandcalibration/index.html#met11seviri
! specifically PFM, sampled at 0.0028microns and truncated
! wavelength, response
46 = number of points
0.754	0.001
0.7568	0.002
0.7596	0.003
0.7624	0.005
0.7652	0.008
0.768	0.009
0.7708	0.020
0.7736	0.054
0.7764	0.161
0.7792	0.399
0.782	0.736
0.7848	0.952
0.7876	1.000
0.7904	0.990
0.7932	0.983
0.796	0.980
0.7988	0.979
0.8016	0.977
0.8044	0.965
0.8072	0.954
0.81	0.945
0.8128	0.936
0.8156	0.927
0.8184	0.919
0.8212	0.911
0.824	0.902
0.8268	0.895
0.8296	0.887
0.8324	0.860
0.8352	0.769
0.838	0.589
0.8408	0.366
0.8436	0.190
0.8464	0.089
0.8492	0.042
0.852	0.021
0.8548	0.012
0.8576	0.005
0.8604	0.005
0.8632	0.003
0.866	0.002
0.8688	0.001
0.8716	0.001
0.8744	0.001
0.8772	0.001
0.88	0.001
---
