! Spectral response of SEVIRI Ch3 (1.6microns)
! Numbers taken from file downloaded from
! https://www.eumetsat.int/website/home/Data/Products/Calibration/Instrumentstatusandcalibration/index.html#met11seviri
! specifically PFM, sampled at 0.0056microns and truncated
! wavelength, response
53 = number of points
1.4608	0.001
1.4664	0.001
1.472	0.001
1.4776	0.001
1.4832	0.001
1.4888	0.001
1.4944	0.001
1.5	0.001
1.5056	0.001
1.5112	0.001
1.5168	0.002
1.5224	0.002
1.528	0.003
1.5336	0.005
1.5392	0.007
1.5448	0.013
1.5504	0.023
1.556	0.047
1.5616	0.107
1.5672	0.285
1.5728	0.515
1.5784	0.802
1.584	0.967
1.5896	0.993
1.5952	0.989
1.6008	0.996
1.6064	1.000
1.612	0.998
1.6176	0.989
1.6232	0.981
1.6288	0.976
1.6344	0.978
1.64	0.984
1.6456	0.991
1.6512	0.995
1.6568	0.994
1.6624	0.987
1.668	0.976
1.6736	0.966
1.6792	0.929
1.6848	0.866
1.6904	0.753
1.696	0.577
1.7016	0.368
1.7072	0.199
1.7128	0.101
1.7184	0.043
1.724	0.018
1.7296	0.009
1.7352	0.005
1.7408	0.003
1.7464	0.001
1.752	0.001
---
