! Spectral response of SEVIRI Ch8 (9.7microns)
! Numbers taken from file downloaded from
! https://www.eumetsat.int/website/home/Data/Products/Calibration/Instrumentstatusandcalibration/index.html#met11seviri
! specifically PFM, sampled at 0.0112microns and truncated
! wavelength, response
76 = number of points
9.38	0.001
9.3912	0.001
9.4024	0.002
9.4136	0.002
9.4248	0.003
9.436	0.004
9.4472	0.009
9.4584	0.007
9.4696	0.021
9.4808	0.038
9.492	0.037
9.5032	0.077
9.5144	0.132
9.5256	0.214
9.5368	0.340
9.548	0.518
9.5592	0.722
9.5704	0.873
9.5816	0.964
9.5928	1.000
9.604	0.996
9.6152	0.999
9.6264	0.987
9.6376	0.979
9.6488	0.985
9.66	0.997
9.6712	0.951
9.6824	0.938
9.6936	0.917
9.7048	0.894
9.716	0.876
9.7272	0.882
9.7384	0.909
9.7496	0.931
9.7608	0.931
9.772	0.857
9.7832	0.711
9.7944	0.536
9.8056	0.360
9.8168	0.230
9.828	0.129
9.8392	0.080
9.8504	0.037
9.8616	0.017
9.8728	0.015
9.884	0.008
9.8952	0.006
9.9064	0.001
9.9176	0.001
9.9288	0.001
9.94	0.004
9.9512	0.001
9.9624	0.005
9.9736	0.003
9.9848	0.006
9.996	0.004
10.0072	0.001
10.0184	0.002
10.0296	0.002
10.0408	0.003
10.052	0.004
10.0632	0.004
10.0744	0.005
10.0856	0.005
10.0968	0.006
10.108	0.007
10.1192	0.007
10.1304	0.003
10.1416	0.005
10.1528	0.002
10.164	0.006
10.1752	0.007
10.1864	0.004
10.1976	0.003
10.2088	0.001
10.22	0.001
---
