! Spectral response of SEVIRI Ch6 (7.3microns)
! Numbers taken from file downloaded from
! https://www.eumetsat.int/website/home/Data/Products/Calibration/Instrumentstatusandcalibration/index.html#met11seviri
! specifically PFM, sampled at 0.02microns and truncated
! wavelength, response
57 = number of points
6.79	0.003
6.81	0.003
6.83	0.007
6.85	0.003
6.87	0.006
6.89	0.007
6.91	0.014
6.93	0.017
6.95	0.028
6.97	0.037
6.99	0.050
7.01	0.075
7.03	0.110
7.05	0.159
7.07	0.225
7.09	0.309
7.11	0.418
7.13	0.537
7.15	0.671
7.17	0.776
7.19	0.883
7.21	0.922
7.23	0.973
7.25	0.987
7.27	0.998
7.29	0.989
7.31	0.977
7.33	0.982
7.35	0.970
7.37	0.985
7.39	0.989
7.41	1.000
7.43	0.999
7.45	0.988
7.47	0.970
7.49	0.936
7.51	0.885
7.53	0.816
7.55	0.719
7.57	0.605
7.59	0.485
7.61	0.378
7.63	0.285
7.65	0.213
7.67	0.156
7.69	0.114
7.71	0.081
7.73	0.059
7.75	0.042
7.77	0.029
7.79	0.021
7.81	0.014
7.83	0.008
7.85	0.006
7.87	0.005
7.89	0.003
7.91	0.003
---
